Id,ActivityHour,Calories
1503960366,2016-04-15,63
1503960366,2016-04-15,84
1503960366,2016-04-15,74
1503960366,2016-04-15,67
1503960366,2016-04-15,47
1503960366,2016-04-15,47
1503960366,2016-04-15,47
1503960366,2016-04-15,140
1503960366,2016-04-15,87
1503960366,2016-04-15,97
1503960366,2016-04-15,64
1503960366,2016-04-15,75
1503960366,2016-04-15,151
1503960366,2016-04-15,182
1503960366,2016-04-16,77
1503960366,2016-04-16,48
1503960366,2016-04-16,52
1503960366,2016-04-16,48
1503960366,2016-04-16,49
1503960366,2016-04-16,49
1503960366,2016-04-16,48
1503960366,2016-04-16,54
1503960366,2016-04-16,62
1503960366,2016-04-16,124
1503960366,2016-04-16,110
1503960366,2016-04-16,147
1503960366,2016-04-16,119
1503960366,2016-04-16,214
1503960366,2016-04-16,82
1503960366,2016-04-16,51
1503960366,2016-04-16,54
1503960366,2016-04-16,79
1503960366,2016-04-16,65
1503960366,2016-04-16,67
1503960366,2016-04-16,81
1503960366,2016-04-16,75
1503960366,2016-04-16,55
1503960366,2016-04-16,56
1503960366,2016-04-17,47
1503960366,2016-04-17,48
1503960366,2016-04-17,47
1503960366,2016-04-17,49
1503960366,2016-04-17,48
1503960366,2016-04-17,48
1503960366,2016-04-17,48
1503960366,2016-04-17,48
1503960366,2016-04-17,48
1503960366,2016-04-17,48
1503960366,2016-04-17,47
1503960366,2016-04-17,63
1503960366,2016-04-17,76
1503960366,2016-04-17,83
1503960366,2016-04-17,69
1503960366,2016-04-17,73
1503960366,2016-04-17,57
1503960366,2016-04-17,174
1503960366,2016-04-17,136
1503960366,2016-04-17,95
1503960366,2016-04-17,191
1503960366,2016-04-17,79
1503960366,2016-04-17,58
1503960366,2016-04-17,50
1503960366,2016-04-18,82
1503960366,2016-04-18,48
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,47
1503960366,2016-04-18,133
1503960366,2016-04-18,81
1503960366,2016-04-18,73
1503960366,2016-04-18,118
1503960366,2016-04-18,70
1503960366,2016-04-18,64
1503960366,2016-04-18,80
1503960366,2016-04-18,78
1503960366,2016-04-18,79
1503960366,2016-04-18,234
1503960366,2016-04-18,157
1503960366,2016-04-18,57
1503960366,2016-04-18,68
1503960366,2016-04-18,86
1503960366,2016-04-18,83
1503960366,2016-04-19,47
1503960366,2016-04-19,49
1503960366,2016-04-19,47
1503960366,2016-04-19,50
1503960366,2016-04-19,47
1503960366,2016-04-19,47
1503960366,2016-04-19,49
1503960366,2016-04-19,75
1503960366,2016-04-19,130
1503960366,2016-04-19,79
1503960366,2016-04-19,75
1503960366,2016-04-19,72
1503960366,2016-04-19,143
1503960366,2016-04-19,171
1503960366,2016-04-19,76
1503960366,2016-04-19,72
1503960366,2016-04-19,71
1503960366,2016-04-19,90
1503960366,2016-04-19,120
1503960366,2016-04-19,93
1503960366,2016-04-19,159
1503960366,2016-04-19,94
1503960366,2016-04-19,58
1503960366,2016-04-19,120
1503960366,2016-04-20,54
1503960366,2016-04-20,53
1503960366,2016-04-20,47
1503960366,2016-04-20,48
1503960366,2016-04-20,48
1503960366,2016-04-20,47
1503960366,2016-04-20,48
1503960366,2016-04-20,51
1503960366,2016-04-20,70
1503960366,2016-04-20,144
1503960366,2016-04-20,79
1503960366,2016-04-20,58
1503960366,2016-04-20,64
1503960366,2016-04-20,61
1503960366,2016-04-20,113
1503960366,2016-04-20,97
1503960366,2016-04-20,70
1503960366,2016-04-20,57
1503960366,2016-04-20,114
1503960366,2016-04-20,117
1503960366,2016-04-20,80
1503960366,2016-04-20,83
1503960366,2016-04-20,62
1503960366,2016-04-20,120
1503960366,2016-04-21,54
1503960366,2016-04-21,61
1503960366,2016-04-21,55
1503960366,2016-04-21,48
1503960366,2016-04-21,47
1503960366,2016-04-21,47
1503960366,2016-04-21,48
1503960366,2016-04-21,52
1503960366,2016-04-21,71
1503960366,2016-04-21,133
1503960366,2016-04-21,77
1503960366,2016-04-21,55
1503960366,2016-04-21,73
1503960366,2016-04-21,113
1503960366,2016-04-21,58
1503960366,2016-04-21,68
1503960366,2016-04-21,60
1503960366,2016-04-21,60
1503960366,2016-04-21,69
1503960366,2016-04-21,64
1503960366,2016-04-21,213
1503960366,2016-04-21,104
1503960366,2016-04-21,63
1503960366,2016-04-21,84
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,47
1503960366,2016-04-22,65
1503960366,2016-04-22,54
1503960366,2016-04-22,102
1503960366,2016-04-22,57
1503960366,2016-04-22,60
1503960366,2016-04-22,54
1503960366,2016-04-22,66
1503960366,2016-04-22,58
1503960366,2016-04-22,104
1503960366,2016-04-22,87
1503960366,2016-04-22,82
1503960366,2016-04-22,71
1503960366,2016-04-22,311
1503960366,2016-04-22,95
1503960366,2016-04-22,136
1503960366,2016-04-23,63
1503960366,2016-04-23,47
1503960366,2016-04-23,49
1503960366,2016-04-23,47
1503960366,2016-04-23,47
1503960366,2016-04-23,48
1503960366,2016-04-23,50
1503960366,2016-04-23,48
1503960366,2016-04-23,59
1503960366,2016-04-23,75
1503960366,2016-04-23,56
1503960366,2016-04-23,84
1503960366,2016-04-23,129
1503960366,2016-04-23,129
1503960366,2016-04-23,78
1503960366,2016-04-23,73
1503960366,2016-04-23,140
1503960366,2016-04-23,121
1503960366,2016-04-23,173
1503960366,2016-04-23,51
1503960366,2016-04-23,63
1503960366,2016-04-23,162
1503960366,2016-04-23,96
1503960366,2016-04-23,60
1503960366,2016-04-24,66
1503960366,2016-04-24,54
1503960366,2016-04-24,48
1503960366,2016-04-24,48
1503960366,2016-04-24,49
1503960366,2016-04-24,48
1503960366,2016-04-24,49
1503960366,2016-04-24,47
1503960366,2016-04-24,49
1503960366,2016-04-24,59
1503960366,2016-04-24,90
1503960366,2016-04-24,67
1503960366,2016-04-24,82
1503960366,2016-04-24,74
1503960366,2016-04-24,52
1503960366,2016-04-24,52
1503960366,2016-04-24,102
1503960366,2016-04-24,86
1503960366,2016-04-24,115
1503960366,2016-04-24,270
1503960366,2016-04-24,76
1503960366,2016-04-24,74
1503960366,2016-04-24,61
1503960366,2016-04-24,72
1503960366,2016-04-25,62
1503960366,2016-04-25,53
1503960366,2016-04-25,57
1503960366,2016-04-25,47
1503960366,2016-04-25,50
1503960366,2016-04-25,49
1503960366,2016-04-25,47
1503960366,2016-04-25,52
1503960366,2016-04-25,83
1503960366,2016-04-25,146
1503960366,2016-04-25,73
1503960366,2016-04-25,121
1503960366,2016-04-25,92
1503960366,2016-04-25,75
1503960366,2016-04-25,62
1503960366,2016-04-25,76
1503960366,2016-04-25,71
1503960366,2016-04-25,67
1503960366,2016-04-25,61
1503960366,2016-04-25,182
1503960366,2016-04-25,95
1503960366,2016-04-25,267
1503960366,2016-04-25,68
1503960366,2016-04-25,54
1503960366,2016-04-26,56
1503960366,2016-04-26,66
1503960366,2016-04-26,51
1503960366,2016-04-26,64
1503960366,2016-04-26,48
1503960366,2016-04-26,49
1503960366,2016-04-26,48
1503960366,2016-04-26,52
1503960366,2016-04-26,67
1503960366,2016-04-26,139
1503960366,2016-04-26,92
1503960366,2016-04-26,78
1503960366,2016-04-26,74
1503960366,2016-04-26,126
1503960366,2016-04-26,142
1503960366,2016-04-26,74
1503960366,2016-04-26,93
1503960366,2016-04-26,60
1503960366,2016-04-26,169
1503960366,2016-04-26,73
1503960366,2016-04-26,127
1503960366,2016-04-26,79
1503960366,2016-04-26,66
1503960366,2016-04-26,80
1503960366,2016-04-27,68
1503960366,2016-04-27,59
1503960366,2016-04-27,53
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-27,149
1503960366,2016-04-27,93
1503960366,2016-04-27,100
1503960366,2016-04-27,89
1503960366,2016-04-27,76
1503960366,2016-04-27,150
1503960366,2016-04-27,63
1503960366,2016-04-27,64
1503960366,2016-04-27,73
1503960366,2016-04-27,178
1503960366,2016-04-27,318
1503960366,2016-04-27,174
1503960366,2016-04-27,76
1503960366,2016-04-27,47
1503960366,2016-04-27,47
1503960366,2016-04-28,47
1503960366,2016-04-28,62
1503960366,2016-04-28,48
1503960366,2016-04-28,47
1503960366,2016-04-28,48
1503960366,2016-04-28,47
1503960366,2016-04-28,48
1503960366,2016-04-28,49
1503960366,2016-04-28,63
1503960366,2016-04-28,116
1503960366,2016-04-28,105
1503960366,2016-04-28,73
1503960366,2016-04-28,78
1503960366,2016-04-28,108
1503960366,2016-04-28,124
1503960366,2016-04-28,61
1503960366,2016-04-28,81
1503960366,2016-04-28,72
1503960366,2016-04-28,138
1503960366,2016-04-28,56
1503960366,2016-04-28,151
1503960366,2016-04-28,103
1503960366,2016-04-28,55
1503960366,2016-04-28,121
1503960366,2016-04-29,65
1503960366,2016-04-29,49
1503960366,2016-04-29,54
1503960366,2016-04-29,47
1503960366,2016-04-29,47
1503960366,2016-04-29,48
1503960366,2016-04-29,47
1503960366,2016-04-29,52
1503960366,2016-04-29,67
1503960366,2016-04-29,142
1503960366,2016-04-29,60
1503960366,2016-04-29,60
1503960366,2016-04-29,65
1503960366,2016-04-29,62
1503960366,2016-04-29,136
1503960366,2016-04-29,110
1503960366,2016-04-29,73
1503960366,2016-04-29,75
1503960366,2016-04-29,60
1503960366,2016-04-29,71
1503960366,2016-04-29,80
1503960366,2016-04-29,118
1503960366,2016-04-29,111
1503960366,2016-04-29,140
1503960366,2016-04-30,51
1503960366,2016-04-30,57
1503960366,2016-04-30,47
1503960366,2016-04-30,49
1503960366,2016-04-30,47
1503960366,2016-04-30,48
1503960366,2016-04-30,48
1503960366,2016-04-30,48
1503960366,2016-04-30,52
1503960366,2016-04-30,64
1503960366,2016-04-30,72
1503960366,2016-04-30,62
1503960366,2016-04-30,58
1503960366,2016-04-30,65
1503960366,2016-04-30,85
1503960366,2016-04-30,94
1503960366,2016-04-30,203
1503960366,2016-04-30,160
1503960366,2016-04-30,159
1503960366,2016-04-30,60
1503960366,2016-04-30,62
1503960366,2016-04-30,96
1503960366,2016-04-30,144
1503960366,2016-04-30,116
1503960366,2016-05-01,64
1503960366,2016-05-01,60
1503960366,2016-05-01,50
1503960366,2016-05-01,48
1503960366,2016-05-01,47
1503960366,2016-05-01,48
1503960366,2016-05-01,47
1503960366,2016-05-01,52
1503960366,2016-05-01,56
1503960366,2016-05-01,67
1503960366,2016-05-01,61
1503960366,2016-05-01,65
1503960366,2016-05-01,66
1503960366,2016-05-01,57
1503960366,2016-05-01,91
1503960366,2016-05-01,81
1503960366,2016-05-01,97
1503960366,2016-05-01,108
1503960366,2016-05-01,159
1503960366,2016-05-01,71
1503960366,2016-05-01,59
1503960366,2016-05-01,86
1503960366,2016-05-01,127
1503960366,2016-05-01,161
1503960366,2016-05-02,50
1503960366,2016-05-02,59
1503960366,2016-05-02,47
1503960366,2016-05-02,49
1503960366,2016-05-02,47
1503960366,2016-05-02,47
1503960366,2016-05-02,47
1503960366,2016-05-02,51
1503960366,2016-05-02,68
1503960366,2016-05-02,142
1503960366,2016-05-02,82
1503960366,2016-05-02,78
1503960366,2016-05-02,153
1503960366,2016-05-02,107
1503960366,2016-05-02,75
1503960366,2016-05-02,76
1503960366,2016-05-02,88
1503960366,2016-05-02,73
1503960366,2016-05-02,68
1503960366,2016-05-02,73
1503960366,2016-05-02,231
1503960366,2016-05-02,119
1503960366,2016-05-02,106
1503960366,2016-05-02,80
1503960366,2016-05-03,54
1503960366,2016-05-03,58
1503960366,2016-05-03,49
1503960366,2016-05-03,57
1503960366,2016-05-03,47
1503960366,2016-05-03,47
1503960366,2016-05-03,50
1503960366,2016-05-03,51
1503960366,2016-05-03,64
1503960366,2016-05-03,114
1503960366,2016-05-03,99
1503960366,2016-05-03,74
1503960366,2016-05-03,81
1503960366,2016-05-03,83
1503960366,2016-05-03,88
1503960366,2016-05-03,136
1503960366,2016-05-03,103
1503960366,2016-05-03,89
1503960366,2016-05-03,191
1503960366,2016-05-03,58
1503960366,2016-05-03,50
1503960366,2016-05-03,109
1503960366,2016-05-03,163
1503960366,2016-05-03,77
1503960366,2016-05-04,79
1503960366,2016-05-04,53
1503960366,2016-05-04,47
1503960366,2016-05-04,47
1503960366,2016-05-04,47
1503960366,2016-05-04,47
1503960366,2016-05-04,47
1503960366,2016-05-04,47
1503960366,2016-05-04,53
1503960366,2016-05-04,125
1503960366,2016-05-04,87
1503960366,2016-05-04,65
1503960366,2016-05-04,75
1503960366,2016-05-04,76
1503960366,2016-05-04,152
1503960366,2016-05-04,65
1503960366,2016-05-04,64
1503960366,2016-05-04,71
1503960366,2016-05-04,145
1503960366,2016-05-04,78
1503960366,2016-05-04,124
1503960366,2016-05-04,110
1503960366,2016-05-04,63
1503960366,2016-05-04,52
1503960366,2016-05-05,56
1503960366,2016-05-05,58
1503960366,2016-05-05,52
1503960366,2016-05-05,47
1503960366,2016-05-05,53
1503960366,2016-05-05,47
1503960366,2016-05-05,49
1503960366,2016-05-05,51
1503960366,2016-05-05,61
1503960366,2016-05-05,131
1503960366,2016-05-05,78
1503960366,2016-05-05,59
1503960366,2016-05-05,75
1503960366,2016-05-05,110
1503960366,2016-05-05,75
1503960366,2016-05-05,72
1503960366,2016-05-05,102
1503960366,2016-05-05,154
1503960366,2016-05-05,95
1503960366,2016-05-05,82
1503960366,2016-05-05,79
1503960366,2016-05-05,219
1503960366,2016-05-05,95
1503960366,2016-05-05,60
1503960366,2016-05-06,68
1503960366,2016-05-06,51
1503960366,2016-05-06,57
1503960366,2016-05-06,47
1503960366,2016-05-06,48
1503960366,2016-05-06,47
1503960366,2016-05-06,48
1503960366,2016-05-06,51
1503960366,2016-05-06,63
1503960366,2016-05-06,134
1503960366,2016-05-06,85
1503960366,2016-05-06,65
1503960366,2016-05-06,72
1503960366,2016-05-06,66
1503960366,2016-05-06,83
1503960366,2016-05-06,104
1503960366,2016-05-06,78
1503960366,2016-05-06,73
1503960366,2016-05-06,127
1503960366,2016-05-06,172
1503960366,2016-05-06,73
1503960366,2016-05-06,83
1503960366,2016-05-06,78
1503960366,2016-05-06,124
1503960366,2016-05-07,65
1503960366,2016-05-07,48
1503960366,2016-05-07,50
1503960366,2016-05-07,47
1503960366,2016-05-07,48
1503960366,2016-05-07,47
1503960366,2016-05-07,47
1503960366,2016-05-07,47
1503960366,2016-05-07,61
1503960366,2016-05-07,59
1503960366,2016-05-07,133
1503960366,2016-05-07,164
1503960366,2016-05-07,62
1503960366,2016-05-07,55
1503960366,2016-05-07,64
1503960366,2016-05-07,65
1503960366,2016-05-07,68
1503960366,2016-05-07,64
1503960366,2016-05-07,71
1503960366,2016-05-07,91
1503960366,2016-05-07,59
1503960366,2016-05-07,140
1503960366,2016-05-07,209
1503960366,2016-05-07,55
1503960366,2016-05-08,62
1503960366,2016-05-08,48
1503960366,2016-05-08,47
1503960366,2016-05-08,47
1503960366,2016-05-08,48
1503960366,2016-05-08,47
1503960366,2016-05-08,48
1503960366,2016-05-08,47
1503960366,2016-05-08,47
1503960366,2016-05-08,47
1503960366,2016-05-08,47
1503960366,2016-05-08,47
1503960366,2016-05-08,85
1503960366,2016-05-08,65
1503960366,2016-05-08,98
1503960366,2016-05-08,68
1503960366,2016-05-08,58
1503960366,2016-05-08,69
1503960366,2016-05-08,261
1503960366,2016-05-08,107
1503960366,2016-05-08,88
1503960366,2016-05-08,101
1503960366,2016-05-08,92
1503960366,2016-05-08,66
1503960366,2016-05-09,60
1503960366,2016-05-09,47
1503960366,2016-05-09,47
1503960366,2016-05-09,47
1503960366,2016-05-09,47
1503960366,2016-05-09,49
1503960366,2016-05-09,81
1503960366,2016-05-09,63
1503960366,2016-05-09,58
1503960366,2016-05-09,58
1503960366,2016-05-09,69
1503960366,2016-05-09,74
1503960366,2016-05-09,79
1503960366,2016-05-09,52
1503960366,2016-05-09,51
1503960366,2016-05-09,53
1503960366,2016-05-09,176
1503960366,2016-05-09,125
1503960366,2016-05-09,90
1503960366,2016-05-09,115
1503960366,2016-05-09,117
1503960366,2016-05-09,168
1503960366,2016-05-09,47
1503960366,2016-05-09,47
1503960366,2016-05-10,47
1503960366,2016-05-10,58
1503960366,2016-05-10,47
1503960366,2016-05-10,47
1503960366,2016-05-10,47
1503960366,2016-05-10,47
1503960366,2016-05-10,47
1503960366,2016-05-10,53
1503960366,2016-05-10,67
1503960366,2016-05-10,118
1503960366,2016-05-10,76
1503960366,2016-05-10,102
1503960366,2016-05-10,63
1503960366,2016-05-10,73
1503960366,2016-05-10,66
1503960366,2016-05-10,101
1503960366,2016-05-10,83
1503960366,2016-05-10,88
1503960366,2016-05-10,160
1503960366,2016-05-10,127
1503960366,2016-05-10,164
1503960366,2016-05-10,77
1503960366,2016-05-10,50
1503960366,2016-05-10,53
1503960366,2016-05-11,72
1503960366,2016-05-11,54
1503960366,2016-05-11,54
1503960366,2016-05-11,49
1503960366,2016-05-11,47
1503960366,2016-05-11,47
1503960366,2016-05-11,47
1503960366,2016-05-11,53
1503960366,2016-05-11,78
1503960366,2016-05-11,144
1503960366,2016-05-11,89
1503960366,2016-05-11,75
1503960366,2016-05-11,63
1503960366,2016-05-11,101
1503960366,2016-05-11,130
1503960366,2016-05-11,72
1503960366,2016-05-11,70
1503960366,2016-05-11,67
1503960366,2016-05-11,208
1503960366,2016-05-11,90
1503960366,2016-05-11,114
1624580081,2016-04-12,55
1624580081,2016-04-12,51
1624580081,2016-04-12,50
1624580081,2016-04-12,51
1624580081,2016-04-12,50
1624580081,2016-04-12,50
1624580081,2016-04-12,50
1624580081,2016-04-12,50
1624580081,2016-04-12,51
1624580081,2016-04-12,74
1624580081,2016-04-12,141
1624580081,2016-04-12,56
1624580081,2016-04-12,57
1624580081,2016-04-12,54
1624580081,2016-04-12,55
1624580081,2016-04-12,52
1624580081,2016-04-12,54
1624580081,2016-04-12,63
1624580081,2016-04-12,62
1624580081,2016-04-12,77
1624580081,2016-04-12,60
1624580081,2016-04-12,50
1624580081,2016-04-12,50
1624580081,2016-04-12,70
1624580081,2016-04-13,58
1624580081,2016-04-13,51
1624580081,2016-04-13,50
1624580081,2016-04-13,50
1624580081,2016-04-13,50
1624580081,2016-04-13,50
1624580081,2016-04-13,50
1624580081,2016-04-13,50
1624580081,2016-04-13,51
1624580081,2016-04-13,90
1624580081,2016-04-13,112
1624580081,2016-04-13,68
1624580081,2016-04-13,59
1624580081,2016-04-13,50
1624580081,2016-04-13,55
1624580081,2016-04-13,50
1624580081,2016-04-13,59
1624580081,2016-04-13,56
1624580081,2016-04-13,79
1624580081,2016-04-13,52
1624580081,2016-04-13,54
1624580081,2016-04-13,66
1624580081,2016-04-13,50
1624580081,2016-04-13,52
1624580081,2016-04-14,51
1624580081,2016-04-14,50
1624580081,2016-04-14,51
1624580081,2016-04-14,50
1624580081,2016-04-14,50
1624580081,2016-04-14,50
1624580081,2016-04-14,50
1624580081,2016-04-14,51
1624580081,2016-04-14,95
1624580081,2016-04-14,118
1624580081,2016-04-14,60
1624580081,2016-04-14,78
1624580081,2016-04-14,52
1624580081,2016-04-14,50
1624580081,2016-04-14,55
1624580081,2016-04-14,54
1624580081,2016-04-14,72
1624580081,2016-04-14,127
1624580081,2016-04-14,78
1624580081,2016-04-14,86
1624580081,2016-04-14,58
1624580081,2016-04-14,74
1624580081,2016-04-14,50
1624580081,2016-04-14,65
1624580081,2016-04-15,70
1624580081,2016-04-15,53
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,51
1624580081,2016-04-15,51
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,86
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,50
1624580081,2016-04-15,51
1624580081,2016-04-15,54
1624580081,2016-04-15,89
1624580081,2016-04-15,50
1624580081,2016-04-15,54
1624580081,2016-04-15,74
1624580081,2016-04-15,63
1624580081,2016-04-16,78
1624580081,2016-04-16,50
1624580081,2016-04-16,56
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,50
1624580081,2016-04-16,67
1624580081,2016-04-16,61
1624580081,2016-04-16,59
1624580081,2016-04-16,50
1624580081,2016-04-16,68
1624580081,2016-04-16,56
1624580081,2016-04-16,50
1624580081,2016-04-16,56
1624580081,2016-04-16,53
1624580081,2016-04-16,90
1624580081,2016-04-16,55
1624580081,2016-04-16,94
1624580081,2016-04-16,115
1624580081,2016-04-16,58
1624580081,2016-04-17,57
1624580081,2016-04-17,51
1624580081,2016-04-17,52
1624580081,2016-04-17,50
1624580081,2016-04-17,50
1624580081,2016-04-17,51
1624580081,2016-04-17,50
1624580081,2016-04-17,50
1624580081,2016-04-17,50
1624580081,2016-04-17,52
1624580081,2016-04-17,56
1624580081,2016-04-17,52
1624580081,2016-04-17,78
1624580081,2016-04-17,122
1624580081,2016-04-17,80
1624580081,2016-04-17,56
1624580081,2016-04-17,50
1624580081,2016-04-17,129
1624580081,2016-04-17,73
1624580081,2016-04-17,91
1624580081,2016-04-17,79
1624580081,2016-04-17,63
1624580081,2016-04-17,58
1624580081,2016-04-17,55
1624580081,2016-04-18,54
1624580081,2016-04-18,55
1624580081,2016-04-18,51
1624580081,2016-04-18,50
1624580081,2016-04-18,50
1624580081,2016-04-18,50
1624580081,2016-04-18,50
1624580081,2016-04-18,63
1624580081,2016-04-18,120
1624580081,2016-04-18,57
1624580081,2016-04-18,78
1624580081,2016-04-18,68
1624580081,2016-04-18,51
1624580081,2016-04-18,50
1624580081,2016-04-18,50
1624580081,2016-04-18,90
1624580081,2016-04-18,166
1624580081,2016-04-18,61
1624580081,2016-04-18,72
1624580081,2016-04-18,62
1624580081,2016-04-18,66
1624580081,2016-04-18,65
1624580081,2016-04-18,62
1624580081,2016-04-18,63
1624580081,2016-04-19,52
1624580081,2016-04-19,50
1624580081,2016-04-19,50
1624580081,2016-04-19,50
1624580081,2016-04-19,50
1624580081,2016-04-19,60
1624580081,2016-04-19,77
1624580081,2016-04-19,54
1624580081,2016-04-19,66
1624580081,2016-04-19,51
1624580081,2016-04-19,50
1624580081,2016-04-19,64
1624580081,2016-04-19,109
1624580081,2016-04-19,70
1624580081,2016-04-19,71
1624580081,2016-04-19,50
1624580081,2016-04-19,53
1624580081,2016-04-19,52
1624580081,2016-04-19,80
1624580081,2016-04-19,59
1624580081,2016-04-19,55
1624580081,2016-04-19,55
1624580081,2016-04-19,59
1624580081,2016-04-19,51
1624580081,2016-04-20,60
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,50
1624580081,2016-04-20,51
1624580081,2016-04-20,117
1624580081,2016-04-20,59
1624580081,2016-04-20,60
1624580081,2016-04-20,75
1624580081,2016-04-20,54
1624580081,2016-04-20,54
1624580081,2016-04-20,59
1624580081,2016-04-20,69
1624580081,2016-04-20,68
1624580081,2016-04-20,82
1624580081,2016-04-20,56
1624580081,2016-04-20,52
1624580081,2016-04-20,55
1624580081,2016-04-20,71
1624580081,2016-04-20,56
1624580081,2016-04-21,51
1624580081,2016-04-21,50
1624580081,2016-04-21,52
1624580081,2016-04-21,54
1624580081,2016-04-21,50
1624580081,2016-04-21,50
1624580081,2016-04-21,51
1624580081,2016-04-21,50
1624580081,2016-04-21,51
1624580081,2016-04-21,61
1624580081,2016-04-21,62
1624580081,2016-04-21,78
1624580081,2016-04-21,51
1624580081,2016-04-21,50
1624580081,2016-04-21,68
1624580081,2016-04-21,55
1624580081,2016-04-21,54
1624580081,2016-04-21,64
1624580081,2016-04-21,97
1624580081,2016-04-21,124
1624580081,2016-04-21,60
1624580081,2016-04-21,68
1624580081,2016-04-21,65
1624580081,2016-04-21,52
1624580081,2016-04-22,51
1624580081,2016-04-22,50
1624580081,2016-04-22,50
1624580081,2016-04-22,54
1624580081,2016-04-22,50
1624580081,2016-04-22,50
1624580081,2016-04-22,50
1624580081,2016-04-22,70
1624580081,2016-04-22,52
1624580081,2016-04-22,53
1624580081,2016-04-22,63
1624580081,2016-04-22,68
1624580081,2016-04-22,56
1624580081,2016-04-22,60
1624580081,2016-04-22,51
1624580081,2016-04-22,53
1624580081,2016-04-22,55
1624580081,2016-04-22,57
1624580081,2016-04-22,51
1624580081,2016-04-22,96
1624580081,2016-04-22,91
1624580081,2016-04-22,76
1624580081,2016-04-22,88
1624580081,2016-04-22,76
1624580081,2016-04-23,68
1624580081,2016-04-23,55
1624580081,2016-04-23,50
1624580081,2016-04-23,50
1624580081,2016-04-23,50
1624580081,2016-04-23,50
1624580081,2016-04-23,50
1624580081,2016-04-23,50
1624580081,2016-04-23,51
1624580081,2016-04-23,63
1624580081,2016-04-23,80
1624580081,2016-04-23,50
1624580081,2016-04-23,58
1624580081,2016-04-23,52
1624580081,2016-04-23,64
1624580081,2016-04-23,52
1624580081,2016-04-23,77
